Timestamp,Cam-id,FloorPoints,Re-id,X,Y
2020-04-10 00:05:01.400000,1,"[220, 140]",2,220,140
2020-04-10 00:05:02.066667,1,"[400, 60]",2,400,60
2020-04-10 00:05:02.066667,1,"[220, 140]",2,220,140
2020-04-10 00:05:02.733333,1,"[420, 80]",2,420,80
2020-04-10 00:05:02.733333,1,"[220, 140]",2,220,140
2020-04-10 00:05:03.400000,1,"[400, 60]",2,400,60
2020-04-10 00:05:03.400000,1,"[220, 140]",2,220,140
2020-04-10 00:05:04.066667,1,"[400, 60]",2,400,60
2020-04-10 00:05:04.066667,1,"[220, 140]",2,220,140
2020-04-10 00:05:04.066667,1,"[240, 0]",2,240,0
2020-04-10 00:05:04.066667,1,"[220, 0]",2,220,0
2020-04-10 00:05:04.733333,1,"[400, 60]",2,400,60
2020-04-10 00:05:04.733333,1,"[220, 140]",2,220,140
2020-04-10 00:05:05.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:05.400000,1,"[220, 140]",2,220,140
2020-04-10 00:05:06.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:06.066667,1,"[220, 140]",2,220,140
2020-04-10 00:05:06.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:06.733333,1,"[200, 140]",2,200,140
2020-04-10 00:05:07.400000,1,"[200, 140]",2,200,140
2020-04-10 00:05:07.400000,1,"[400, 60]",2,400,60
2020-04-10 00:05:08.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:08.066667,1,"[180, 120]",2,180,120
2020-04-10 00:05:08.733333,1,"[120, 80]",2,120,80
2020-04-10 00:05:08.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:09.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:09.400000,1,"[100, 40]",2,100,40
2020-04-10 00:05:10.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:10.066667,1,"[240, 0]",2,240,0
2020-04-10 00:05:10.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:10.733333,1,"[220, 0]",2,220,0
2020-04-10 00:05:11.400000,1,"[220, 0]",2,220,0
2020-04-10 00:05:11.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:12.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:12.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:13.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:14.066667,1,"[200, 0]",2,200,0
2020-04-10 00:05:14.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:14.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:14.733333,1,"[220, 0]",4,220,0
2020-04-10 00:05:15.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:15.400000,1,"[220, 0]",2,220,0
2020-04-10 00:05:16.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:16.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:17.400000,1,"[420, 80]",2,420,80
2020-04-10 00:05:18.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:18.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:19.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:20.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:20.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:21.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:22.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:22.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:23.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:24.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:24.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:25.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:26.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:26.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:27.400000,1,"[240, 0]",2,240,0
2020-04-10 00:05:27.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:28.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:28.733333,1,"[240, 0]",2,240,0
2020-04-10 00:05:28.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:29.400000,1,"[200, 0]",2,200,0
2020-04-10 00:05:29.400000,1,"[180, 0]",2,180,0
2020-04-10 00:05:29.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:30.066667,1,"[220, 0]",2,220,0
2020-04-10 00:05:30.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:30.733333,1,"[220, 0]",2,220,0
2020-04-10 00:05:30.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:31.400000,1,"[240, 0]",2,240,0
2020-04-10 00:05:31.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:32.066667,1,"[260, 0]",4,260,0
2020-04-10 00:05:32.066667,1,"[220, 0]",4,220,0
2020-04-10 00:05:32.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:32.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:33.400000,1,"[220, 0]",2,220,0
2020-04-10 00:05:33.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:34.066667,1,"[420, 80]",2,420,80
2020-04-10 00:05:34.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:35.400000,1,"[200, 0]",6,200,0
2020-04-10 00:05:35.400000,1,"[240, 0]",2,240,0
2020-04-10 00:05:35.400000,1,"[400, 60]",2,400,60
2020-04-10 00:05:36.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:36.066667,1,"[260, 0]",2,260,0
2020-04-10 00:05:36.733333,1,"[240, 0]",6,240,0
2020-04-10 00:05:36.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:37.400000,1,"[180, 0]",2,180,0
2020-04-10 00:05:37.400000,1,"[220, 0]",6,220,0
2020-04-10 00:05:37.400000,1,"[400, 60]",2,400,60
2020-04-10 00:05:38.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:38.733333,1,"[260, 0]",6,260,0
2020-04-10 00:05:38.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:38.733333,1,"[180, 0]",2,180,0
2020-04-10 00:05:38.733333,1,"[200, 0]",6,200,0
2020-04-10 00:05:39.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:40.066667,1,"[400, 60]",2,400,60
2020-04-10 00:05:40.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:41.400000,1,"[420, 80]",2,420,80
2020-04-10 00:05:41.400000,2,"[220, 120]",4,220,120
2020-04-10 00:05:42.066667,2,"[160, 100]",6,160,100
2020-04-10 00:05:42.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:42.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:43.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:44.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:44.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:45.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:46.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:46.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:47.400000,1,"[400, 80]",2,400,80
2020-04-10 00:05:48.066667,1,"[400, 80]",2,400,80
2020-04-10 00:05:48.066667,2,"[160, 100]",6,160,100
2020-04-10 00:05:48.733333,1,"[400, 80]",2,400,80
2020-04-10 00:05:49.400000,1,"[380, 60]",2,380,60
2020-04-10 00:05:50.066667,1,"[340, 100]",2,340,100
2020-04-10 00:05:50.733333,1,"[300, 80]",2,300,80
2020-04-10 00:05:51.400000,1,"[260, 60]",2,260,60
2020-04-10 00:05:52.066667,1,"[280, 80]",2,280,80
2020-04-10 00:05:52.733333,1,"[220, 100]",2,220,100
2020-04-10 00:05:53.400000,1,"[140, 100]",2,140,100
2020-04-10 00:05:54.066667,1,"[80, 60]",2,80,60
2020-04-10 00:05:55.400000,2,"[200, 120]",4,200,120
2020-04-10 00:05:56.066667,2,"[100, 40]",6,100,40
2020-04-10 00:05:59.400000,1,"[100, 60]",2,100,60
2020-04-10 00:06:00.066667,1,"[140, 100]",2,140,100
2020-04-10 00:06:00.733333,1,"[180, 120]",2,180,120
2020-04-10 00:06:01.400000,1,"[240, 160]",2,240,160
2020-04-10 00:06:02.066667,1,"[240, 160]",2,240,160
2020-04-10 00:06:02.733333,1,"[240, 160]",2,240,160
2020-04-10 00:06:03.400000,1,"[280, 160]",2,280,160
2020-04-10 00:06:04.066667,1,"[300, 140]",2,300,140
2020-04-10 00:06:04.733333,1,"[320, 140]",2,320,140
2020-04-10 00:06:05.400000,1,"[360, 140]",2,360,140
2020-04-10 00:06:06.066667,1,"[300, 140]",2,300,140
2020-04-10 00:06:06.733333,1,"[220, 120]",2,220,120
2020-04-10 00:06:07.400000,1,"[140, 100]",2,140,100
2020-04-10 00:06:08.066667,1,"[120, 60]",2,120,60
2020-04-10 00:06:42.733333,2,"[100, 40]",4,100,40
2020-04-10 00:06:43.400000,2,"[160, 60]",4,160,60
2020-04-10 00:06:44.066667,2,"[200, 120]",4,200,120
2020-04-10 00:06:44.733333,2,"[220, 120]",4,220,120
2020-04-10 00:06:48.733333,2,"[260, 40]",4,260,40
2020-04-10 00:06:49.400000,2,"[260, 60]",4,260,60
2020-04-10 00:06:50.066667,2,"[220, 120]",4,220,120
2020-04-10 00:06:56.733333,1,"[100, 40]",2,100,40
2020-04-10 00:06:57.400000,1,"[100, 60]",2,100,60
2020-04-10 00:06:58.066667,1,"[140, 100]",2,140,100
2020-04-10 00:06:58.733333,1,"[160, 100]",2,160,100
2020-04-10 00:06:59.400000,1,"[200, 100]",2,200,100
2020-04-10 00:07:00.066667,1,"[240, 80]",2,240,80
2020-04-10 00:07:00.733333,1,"[280, 80]",2,280,80
2020-04-10 00:07:01.400000,1,"[320, 80]",2,320,80
2020-04-10 00:07:02.066667,1,"[320, 80]",2,320,80
2020-04-10 00:07:02.733333,1,"[300, 60]",2,300,60
2020-04-10 00:07:03.400000,1,"[280, 80]",2,280,80
2020-04-10 00:07:04.066667,1,"[260, 60]",2,260,60
2020-04-10 00:07:04.733333,2,"[180, 120]",4,180,120
2020-04-10 00:07:04.733333,1,"[240, 80]",2,240,80
2020-04-10 00:07:05.400000,2,"[120, 100]",4,120,100
2020-04-10 00:07:05.400000,1,"[220, 80]",2,220,80
2020-04-10 00:07:06.066667,2,"[180, 120]",4,180,120
2020-04-10 00:07:06.066667,1,"[200, 140]",2,200,140
2020-04-10 00:07:06.733333,2,"[200, 140]",6,200,140
2020-04-10 00:07:20.066667,1,"[160, 120]",2,160,120
2020-04-10 00:07:22.066667,1,"[140, 100]",2,140,100
2020-04-10 00:07:22.733333,1,"[160, 120]",2,160,120
2020-04-10 00:07:23.400000,1,"[200, 140]",2,200,140
2020-04-10 00:07:24.066667,1,"[240, 160]",2,240,160
2020-04-10 00:07:24.733333,1,"[260, 160]",2,260,160
2020-04-10 00:07:25.400000,1,"[280, 140]",2,280,140
2020-04-10 00:07:26.066667,2,"[200, 140]",4,200,140
2020-04-10 00:07:26.066667,1,"[320, 140]",2,320,140
2020-04-10 00:07:26.733333,2,"[200, 140]",4,200,140
2020-04-10 00:07:26.733333,1,"[320, 140]",2,320,140
2020-04-10 00:07:27.400000,1,"[320, 140]",2,320,140
2020-04-10 00:07:27.400000,2,"[200, 140]",4,200,140
2020-04-10 00:07:28.066667,1,"[320, 140]",2,320,140
2020-04-10 00:07:28.066667,2,"[180, 160]",6,180,160
2020-04-10 00:07:28.733333,2,"[200, 140]",6,200,140
2020-04-10 00:07:28.733333,1,"[320, 140]",2,320,140
2020-04-10 00:07:29.400000,1,"[320, 140]",2,320,140
2020-04-10 00:07:29.400000,2,"[200, 120]",6,200,120
2020-04-10 00:07:30.066667,1,"[320, 140]",2,320,140
2020-04-10 00:07:30.066667,2,"[200, 120]",4,200,120
2020-04-10 00:07:30.733333,2,"[120, 40]",4,120,40
2020-04-10 00:07:30.733333,1,"[320, 140]",2,320,140
2020-04-10 00:07:31.400000,1,"[320, 160]",2,320,160
2020-04-10 00:07:32.066667,1,"[340, 140]",2,340,140
2020-04-10 00:07:32.733333,1,"[340, 140]",2,340,140
2020-04-10 00:07:33.400000,1,"[320, 140]",2,320,140
2020-04-10 00:07:34.066667,1,"[340, 140]",2,340,140
2020-04-10 00:07:34.733333,1,"[340, 100]",2,340,100
2020-04-10 00:07:35.400000,1,"[340, 120]",2,340,120
2020-04-10 00:07:36.066667,1,"[340, 120]",2,340,120
2020-04-10 00:07:36.733333,1,"[340, 120]",2,340,120
2020-04-10 00:07:37.400000,1,"[320, 140]",2,320,140
2020-04-10 00:07:38.066667,1,"[300, 140]",2,300,140
2020-04-10 00:07:38.733333,1,"[280, 160]",2,280,160
2020-04-10 00:07:39.400000,1,"[280, 160]",2,280,160
2020-04-10 00:07:40.066667,1,"[260, 160]",2,260,160
2020-04-10 00:07:40.733333,1,"[260, 140]",2,260,140
2020-04-10 00:07:41.400000,1,"[220, 140]",2,220,140
2020-04-10 00:07:42.066667,1,"[180, 140]",2,180,140
2020-04-10 00:07:45.400000,1,"[140, 100]",2,140,100
2020-04-10 00:07:45.400000,2,"[80, 20]",4,80,20
2020-04-10 00:07:46.066667,2,"[100, 20]",4,100,20
2020-04-10 00:07:46.066667,1,"[160, 100]",2,160,100
2020-04-10 00:07:46.733333,2,"[120, 60]",4,120,60
2020-04-10 00:07:46.733333,1,"[160, 100]",2,160,100
2020-04-10 00:07:47.400000,2,"[140, 20]",4,140,20
2020-04-10 00:07:47.400000,1,"[120, 80]",2,120,80
2020-04-10 00:07:48.066667,2,"[180, 120]",4,180,120
2020-04-10 00:07:48.066667,1,"[80, 60]",2,80,60
2020-04-10 00:07:48.733333,1,"[80, 40]",2,80,40
2020-04-10 00:07:49.400000,1,"[60, 40]",2,60,40
2020-04-10 00:07:56.066667,2,"[200, 120]",4,200,120
2020-04-10 00:07:56.733333,2,"[140, 100]",4,140,100
2020-04-10 00:07:57.400000,2,"[80, 20]",4,80,20
2020-04-10 00:07:58.066667,2,"[100, 20]",2,100,20
2020-04-10 00:07:59.400000,1,"[80, 40]",2,80,40
2020-04-10 00:08:00.066667,1,"[80, 40]",2,80,40
2020-04-10 00:08:00.733333,1,"[80, 40]",2,80,40
2020-04-10 00:08:01.400000,1,"[80, 40]",2,80,40
2020-04-10 00:08:02.066667,1,"[80, 60]",2,80,60
2020-04-10 00:08:02.733333,1,"[100, 60]",2,100,60
2020-04-10 00:08:03.400000,1,"[80, 60]",2,80,60
2020-04-10 00:08:04.066667,1,"[100, 80]",2,100,80
2020-04-10 00:08:04.733333,1,"[100, 80]",2,100,80
2020-04-10 00:08:06.733333,1,"[180, 140]",2,180,140
2020-04-10 00:08:07.400000,1,"[200, 160]",2,200,160
2020-04-10 00:08:08.066667,1,"[240, 160]",2,240,160
2020-04-10 00:08:08.733333,1,"[260, 160]",2,260,160
2020-04-10 00:08:09.400000,1,"[280, 160]",2,280,160
2020-04-10 00:08:10.066667,1,"[280, 160]",2,280,160
2020-04-10 00:08:10.733333,1,"[280, 160]",2,280,160
2020-04-10 00:08:11.400000,1,"[280, 160]",2,280,160
2020-04-10 00:08:12.066667,1,"[280, 160]",2,280,160
2020-04-10 00:08:12.733333,1,"[220, 120]",2,220,120
2020-04-10 00:08:13.400000,1,"[160, 120]",2,160,120
2020-04-10 00:08:14.066667,1,"[140, 100]",2,140,100
2020-04-10 00:08:14.733333,1,"[120, 80]",2,120,80
2020-04-10 00:08:15.400000,1,"[100, 60]",2,100,60
2020-04-10 00:08:16.066667,1,"[100, 60]",2,100,60
2020-04-10 00:08:16.733333,1,"[100, 40]",2,100,40
2020-04-10 00:09:10.066667,1,"[80, 40]",2,80,40
2020-04-10 00:09:30.066667,1,"[80, 40]",2,80,40
2020-04-10 00:10:02.066667,2,"[140, 40]",4,140,40
2020-04-10 00:10:02.733333,2,"[200, 100]",4,200,100
2020-04-10 00:10:03.400000,2,"[220, 100]",6,220,100
2020-04-10 00:10:10.066667,2,"[220, 100]",4,220,100
2020-04-10 00:10:10.733333,2,"[200, 120]",4,200,120
2020-04-10 00:10:11.400000,2,"[200, 120]",4,200,120
2020-04-10 00:10:12.066667,2,"[200, 120]",4,200,120
2020-04-10 00:10:12.733333,2,"[200, 120]",4,200,120
2020-04-10 00:10:13.400000,2,"[200, 120]",4,200,120
2020-04-10 00:10:14.066667,2,"[200, 100]",4,200,100
2020-04-10 00:10:14.733333,2,"[200, 120]",4,200,120
2020-04-10 00:10:15.400000,2,"[180, 120]",4,180,120
2020-04-10 00:10:16.066667,2,"[180, 100]",4,180,100
2020-04-10 00:10:16.733333,2,"[200, 100]",4,200,100
2020-04-10 00:10:17.400000,2,"[200, 100]",4,200,100
2020-04-10 00:10:18.066667,2,"[200, 120]",4,200,120
2020-04-10 00:10:18.733333,2,"[200, 120]",4,200,120
2020-04-10 00:10:19.400000,2,"[200, 120]",4,200,120
2020-04-10 00:10:20.066667,2,"[200, 120]",4,200,120
2020-04-10 00:10:20.733333,2,"[200, 100]",4,200,100
2020-04-10 00:10:21.400000,2,"[220, 60]",4,220,60
2020-04-10 00:10:22.066667,2,"[180, 120]",4,180,120
2020-04-10 00:10:22.733333,2,"[180, 120]",4,180,120
2020-04-10 00:10:23.400000,2,"[180, 120]",4,180,120
2020-04-10 00:10:24.066667,2,"[180, 140]",4,180,140
2020-04-10 00:10:26.066667,2,"[140, 160]",2,140,160
2020-04-10 00:10:26.733333,2,"[140, 160]",2,140,160
2020-04-10 00:10:27.400000,2,"[140, 160]",2,140,160
2020-04-10 00:10:28.066667,2,"[140, 160]",2,140,160
2020-04-10 00:10:28.733333,1,"[100, 60]",2,100,60
2020-04-10 00:10:28.733333,2,"[140, 160]",2,140,160
2020-04-10 00:10:29.400000,1,"[120, 80]",2,120,80
2020-04-10 00:10:29.400000,2,"[140, 160]",2,140,160
2020-04-10 00:10:30.066667,1,"[160, 80]",2,160,80
2020-04-10 00:10:30.066667,2,"[140, 160]",2,140,160
2020-04-10 00:10:30.733333,2,"[140, 160]",2,140,160
2020-04-10 00:10:30.733333,1,"[220, 100]",2,220,100
2020-04-10 00:10:31.400000,1,"[260, 80]",2,260,80
2020-04-10 00:10:31.400000,2,"[180, 160]",2,180,160
2020-04-10 00:10:32.066667,2,"[200, 160]",2,200,160
2020-04-10 00:10:32.066667,1,"[240, 80]",2,240,80
2020-04-10 00:10:32.733333,1,"[260, 80]",2,260,80
2020-04-10 00:10:33.400000,2,"[120, 40]",6,120,40
2020-04-10 00:10:33.400000,2,"[200, 160]",6,200,160
2020-04-10 00:10:33.400000,1,"[240, 80]",2,240,80
2020-04-10 00:10:34.066667,2,"[220, 60]",6,220,60
2020-04-10 00:10:34.066667,2,"[200, 160]",6,200,160
2020-04-10 00:10:34.066667,1,"[260, 80]",2,260,80
2020-04-10 00:10:34.733333,2,"[180, 120]",6,180,120
2020-04-10 00:10:34.733333,1,"[240, 80]",2,240,80
2020-04-10 00:10:35.400000,2,"[160, 100]",6,160,100
2020-04-10 00:10:35.400000,1,"[240, 60]",2,240,60
2020-04-10 00:10:36.066667,1,"[240, 80]",2,240,80
2020-04-10 00:10:36.066667,2,"[180, 120]",6,180,120
2020-04-10 00:10:36.733333,2,"[200, 120]",4,200,120
2020-04-10 00:10:36.733333,1,"[260, 80]",2,260,80
2020-04-10 00:10:37.400000,1,"[220, 80]",2,220,80
2020-04-10 00:10:37.400000,2,"[200, 120]",4,200,120
2020-04-10 00:10:38.066667,1,"[180, 80]",2,180,80
2020-04-10 00:10:38.066667,2,"[180, 100]",6,180,100
2020-04-10 00:10:38.733333,1,"[160, 80]",2,160,80
2020-04-10 00:10:38.733333,2,"[100, 20]",4,100,20
2020-04-10 00:10:39.400000,1,"[160, 100]",2,160,100
2020-04-10 00:10:40.066667,1,"[160, 80]",2,160,80
2020-04-10 00:10:40.733333,1,"[160, 100]",2,160,100
2020-04-10 00:10:41.400000,2,"[180, 120]",4,180,120
2020-04-10 00:10:41.400000,1,"[160, 100]",2,160,100
2020-04-10 00:10:42.066667,2,"[160, 140]",6,160,140
2020-04-10 00:10:42.066667,1,"[140, 100]",2,140,100
2020-04-10 00:10:42.733333,2,"[160, 100]",6,160,100
2020-04-10 00:10:42.733333,1,"[140, 100]",2,140,100
2020-04-10 00:10:43.400000,1,"[140, 100]",2,140,100
2020-04-10 00:10:43.400000,2,"[160, 120]",6,160,120
2020-04-10 00:10:44.066667,1,"[140, 80]",2,140,80
2020-04-10 00:10:44.066667,2,"[160, 120]",6,160,120
2020-04-10 00:10:44.733333,1,"[160, 100]",2,160,100
2020-04-10 00:10:44.733333,2,"[160, 120]",6,160,120
2020-04-10 00:10:45.400000,2,"[160, 120]",6,160,120
2020-04-10 00:10:45.400000,1,"[160, 100]",2,160,100
2020-04-10 00:10:46.066667,2,"[160, 120]",6,160,120
2020-04-10 00:10:46.066667,1,"[160, 100]",2,160,100
2020-04-10 00:10:46.733333,1,"[160, 100]",2,160,100
2020-04-10 00:10:46.733333,2,"[160, 120]",4,160,120
2020-04-10 00:10:47.400000,1,"[160, 100]",2,160,100
2020-04-10 00:10:47.400000,2,"[140, 40]",4,140,40
2020-04-10 00:10:48.066667,1,"[180, 100]",2,180,100
2020-04-10 00:10:48.733333,1,"[180, 100]",2,180,100
2020-04-10 00:10:48.733333,2,"[100, 20]",6,100,20
2020-04-10 00:10:49.400000,2,"[100, 40]",4,100,40
2020-04-10 00:10:49.400000,1,"[160, 100]",2,160,100
2020-04-10 00:10:50.066667,1,"[120, 80]",2,120,80
2020-04-10 00:10:50.066667,2,"[100, 20]",2,100,20
2020-04-10 00:10:50.733333,1,"[120, 80]",2,120,80
2020-04-10 00:10:50.733333,2,"[120, 20]",6,120,20
2020-04-10 00:10:51.400000,2,"[120, 20]",4,120,20
2020-04-10 00:10:51.400000,1,"[100, 60]",2,100,60
2020-04-10 00:10:52.066667,2,"[120, 60]",4,120,60
2020-04-10 00:10:52.066667,1,"[160, 120]",2,160,120
2020-04-10 00:10:52.733333,2,"[100, 60]",4,100,60
2020-04-10 00:10:53.400000,2,"[120, 40]",4,120,40
2020-04-10 00:10:54.066667,2,"[100, 40]",6,100,40
2020-04-10 00:10:54.733333,2,"[100, 40]",6,100,40
2020-04-10 00:10:55.400000,2,"[100, 40]",6,100,40
2020-04-10 00:10:56.066667,2,"[100, 40]",4,100,40
2020-04-10 00:10:56.733333,2,"[100, 40]",4,100,40
2020-04-10 00:10:57.400000,2,"[100, 40]",6,100,40
2020-04-10 00:10:58.066667,2,"[100, 40]",6,100,40
2020-04-10 00:10:58.733333,2,"[100, 40]",6,100,40
2020-04-10 00:10:59.400000,2,"[100, 40]",4,100,40
2020-04-10 00:11:00.066667,2,"[100, 40]",6,100,40
2020-04-10 00:11:00.733333,2,"[100, 40]",4,100,40
2020-04-10 00:11:01.400000,2,"[100, 40]",4,100,40
2020-04-10 00:11:01.400000,1,"[100, 40]",2,100,40
2020-04-10 00:11:02.066667,2,"[100, 40]",4,100,40
2020-04-10 00:11:02.066667,1,"[100, 60]",2,100,60
2020-04-10 00:11:02.733333,2,"[100, 40]",4,100,40
2020-04-10 00:11:02.733333,1,"[140, 100]",2,140,100
2020-04-10 00:11:03.400000,1,"[180, 120]",2,180,120
2020-04-10 00:11:03.400000,2,"[100, 40]",4,100,40
2020-04-10 00:11:04.066667,1,"[220, 140]",2,220,140
2020-04-10 00:11:04.066667,1,"[140, 120]",2,140,120
2020-04-10 00:11:04.066667,2,"[100, 40]",4,100,40
2020-04-10 00:11:04.733333,1,"[200, 140]",2,200,140
2020-04-10 00:11:04.733333,2,"[100, 40]",6,100,40
2020-04-10 00:11:05.400000,2,"[100, 40]",4,100,40
2020-04-10 00:11:05.400000,1,"[240, 160]",2,240,160
2020-04-10 00:11:06.066667,2,"[100, 40]",4,100,40
2020-04-10 00:11:06.066667,1,"[340, 140]",2,340,140
2020-04-10 00:11:06.066667,1,"[160, 100]",2,160,100
2020-04-10 00:11:06.733333,2,"[100, 40]",4,100,40
2020-04-10 00:11:06.733333,1,"[340, 80]",2,340,80
2020-04-10 00:11:06.733333,1,"[140, 100]",2,140,100
2020-04-10 00:11:07.400000,1,"[100, 60]",2,100,60
2020-04-10 00:11:07.400000,1,"[360, 60]",2,360,60
2020-04-10 00:11:08.066667,1,"[80, 20]",2,80,20
2020-04-10 00:11:08.066667,1,"[320, 80]",2,320,80
2020-04-10 00:11:08.733333,1,"[260, 100]",2,260,100
2020-04-10 00:11:09.400000,1,"[180, 100]",2,180,100
2020-04-10 00:11:10.066667,1,"[160, 100]",2,160,100
2020-04-10 00:11:10.733333,1,"[120, 100]",2,120,100
2020-04-10 00:11:17.400000,1,"[120, 80]",2,120,80
2020-04-10 00:11:18.066667,1,"[100, 60]",2,100,60
2020-04-10 00:11:18.733333,1,"[100, 60]",2,100,60
2020-04-10 00:11:19.400000,1,"[100, 60]",2,100,60
2020-04-10 00:11:20.066667,1,"[100, 60]",2,100,60
2020-04-10 00:11:20.733333,1,"[120, 80]",2,120,80
